Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
dc44a35d-33c2-a1c1-a365-a952af101db4,1969-02-16,,999-26-9357,S99955670,X89421614X,Mrs.,Irene,Gutiérrez,,Hurtado,M,white,hispanic,F,Roseau  Saint George  DM,1041 Jenkins Alley Apt 66,Worcester,Massachusetts,Worcester County,25027,01608,42.2231841543454,-71.7716892748332,16966.55,1171815.71,3315
71725ed6-5059-265c-4791-47a520df654e,2001-10-23,2005-10-22,999-88-4886,,,,Asuncion,Schmeler,,,,white,nonhispanic,F,Revere  Massachusetts  US,106 Wyman Walk,Boston,Massachusetts,Suffolk County,25025,02128,42.346820004448624,-70.99154844767321,16849.07,0.00,29559
eef8df36-f69d-4402-e93c-276b183d32eb,1989-06-17,,999-82-8039,S99970574,X55123269X,Mrs.,Vania,Powlowski,,Ortiz,M,asian,nonhispanic,F,Needham  Massachusetts  US,474 Cole Club Suite 7,Framingham,Massachusetts,Middlesex County,25017,01702,42.36131594681899,-71.41518983861585,44768.31,984169.50,76300
1479b8a0-a8b5-150d-0723-6b06b4bbea4b,2001-10-23,,999-53-8715,S99939901,X10833160X,Ms.,Latoria,Ward,,,,white,nonhispanic,F,Waltham  Massachusetts  US,469 Feil Wynd Suite 49,Boston,Massachusetts,Suffolk County,25025,02129,42.373104227940296,-71.0658952843558,28460.71,104887.25,29559
13065097-d481-33e5-33fd-99c495e72adc,1987-08-08,,999-93-7749,S99917411,X46236121X,Mrs.,Katrina,Boyle,,Gleason,M,white,nonhispanic,F,Bourne  Massachusetts  US,762 Runolfsson Gardens,Waltham,Massachusetts,Middlesex County,25017,02451,42.42782690341442,-71.24230712017614,42678.16,315274.75,175010
f97a543d-0f22-5fa1-2e6d-2f8ecfcff572,2007-09-22,,999-49-8183,,,,Angel,Quigley,,,,asian,nonhispanic,M,Marshfield  Massachusetts  US,453 Greenholt Path,Boston,Massachusetts,Suffolk County,25025,02119,42.316801899684016,-71.08018418989981,2750.00,21324.46,8589
e1c9073a-1083-dea7-ed1f-8f403253478d,1995-04-13,,999-34-7223,S99963859,X62298391X,Ms.,Carlena,Raynor,,,S,white,nonhispanic,F,Worcester  Massachusetts  US,418 Lindgren Stravenue Apt 34,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.944375741969964,-70.99304333221559,42976.17,155253.13,150110
339757ae-386e-7636-3222-d32a1015551c,1997-08-28,,999-76-9830,S99916828,X56548226X,Ms.,Branda,Marquardt,,,,white,nonhispanic,F,Malden  Massachusetts  US,881 Treutel Mill,Lowell,Massachusetts,Middlesex County,25017,01852,42.658435889529954,-71.35191809155516,35932.48,270213.88,122177
e4349735-4ad7-5925-9826-8e54c968c4e6,1977-12-19,,999-33-7030,S99911651,X76825239X,Mrs.,Margarita,Carrero,,Mateo,M,asian,hispanic,F,Panama City  Panama  PA,639 Bruen Drive,Boston,Massachusetts,Suffolk County,25025,02203,42.36307768291631,-71.02191538093919,58459.68,616136.49,82964
f3554f28-f7b5-666f-2274-2e43eee9130c,1966-04-10,,999-87-1540,S99917758,X48612555X,Mr.,Alphonse,Conroy,,,M,white,nonhispanic,M,Tewksbury  Massachusetts  US,1073 Berge Meadow Apt 60,New Bedford,Massachusetts,Bristol County,25005,02747,41.64309295774002,-70.9367547377966,468348.22,64090.46,29712
a3127955-eb6d-6da1-2bb8-aa4ce0606a7f,1988-09-16,,999-64-5289,S99988994,X28641328X,Mr.,Wm,Treutel,,,M,white,nonhispanic,M,Marlborough  Massachusetts  US,916 Kling Course Unit 81,Boston,Massachusetts,Suffolk County,25025,02131,42.39183619539224,-71.0119841532538,6503.38,171259.78,8390
64d03e82-d301-d430-b26c-716e15098d50,1976-06-27,,999-22-8385,S99976388,X42889969X,Mr.,Arturo,Hintz,,,M,white,nonhispanic,M,Medfield  Massachusetts  US,482 Bergstrom Ville,Paxton,Massachusetts,Worcester County,,00000,42.35093586244364,-71.92486955987853,56517.03,742878.93,66206
ec510a31-845b-a70e-9cea-f2a508b2f1d4,1997-06-16,,999-48-6136,S99942122,X47058323X,Ms.,Marcell,Reichel,,,,asian,hispanic,F,Amesbury  Massachusetts  US,118 Cronin Rue Unit 75,Waltham,Massachusetts,Middlesex County,25017,02451,42.36820810087175,-71.22343752651057,42147.06,339786.29,37901
63518314-8fbc-2f92-55d4-6abcafd977b7,1996-12-11,,999-93-7310,S99951477,X54666334X,Mr.,Jarrett,Purdy,,,,white,nonhispanic,M,Orleans  Massachusetts  US,394 Reynolds Lock,Waltham,Massachusetts,Middlesex County,25017,02472,42.385082688607476,-71.26674810948634,7500.00,978803.22,2524
402d63bb-3daf-2516-c003-ae4d1e56e2ad,1975-08-03,,999-39-1937,S99922160,X41833479X,Mrs.,Velma,Halvorson,,Pollich,M,white,nonhispanic,F,Boston  Massachusetts  US,721 Harber Route,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.43017712224539,-73.21179480671891,1060519.51,0.00,49892
c46f191e-7196-7ec6-778f-21a2377a0581,1985-01-05,,999-51-6064,S99962636,X43395290X,Mrs.,Tiera,Cartwright,,Harris,M,white,nonhispanic,F,Plymouth  Massachusetts  US,1085 D'Amore Grove Suite 1,Brockton,Massachusetts,Plymouth County,25023,02351,42.07683320435268,-70.91188245131917,230206.08,281022.61,40432
1c11c699-96ff-d8df-eee1-60a50786f090,1993-12-31,,999-37-4184,S99932592,X52487979X,Mrs.,Rita,Wilkinson,,Effertz,M,white,nonhispanic,F,Pepperell  Massachusetts  US,704 D'Amore Road Suite 7,Lawrence,Massachusetts,Essex County,25009,01843,42.67099593852805,-71.15774647463735,250906.84,999274.01,21745
9edddad2-1c6e-318c-8b7d-84fad81a36ed,2001-06-09,,999-48-4386,S99973662,X15411847X,Mr.,Elisha,Beatty,,,,white,nonhispanic,M,Westford  Massachusetts  US,750 Hayes Harbor Apt 62,Agawam,Massachusetts,Hampden County,25013,01030,42.112034967616715,-72.67154997650795,18989.00,3442.51,108251
44246ec1-a321-214a-a96c-8c86068687b4,1984-06-21,,999-85-3511,S99974588,X12513833X,Mr.,Jon,Thompson,,,M,white,nonhispanic,M,Boston  Massachusetts  US,941 Waters Harbor Unit 10,Brockton,Massachusetts,Plymouth County,25023,02351,42.11950752611104,-71.0379029101225,53028.77,4536.29,97917
02179e43-4ce6-e599-74b6-a365286627eb,2007-03-02,,999-95-2009,,,,Clark,Ryan,,,,white,nonhispanic,M,Boston  Massachusetts  US,1034 Kling Flat Unit 78,Whitman,Massachusetts,Plymouth County,,00000,42.058553951744216,-70.91131210119863,16318.30,3952.57,728755
5dd63fcd-339e-593c-34a4-0615104d32d8,1987-12-16,2011-07-21,999-26-8593,S99952845,X29376314X,Mr.,Elliott,Herzog,,,,black,nonhispanic,M,Amherst  Massachusetts  US,386 Sauer Drive,Boston,Massachusetts,Suffolk County,25025,02130,42.310668826015444,-71.06588207642814,6629.45,200593.20,13914
ef8f9055-a42c-9255-5295-3e8793f1b191,1971-08-12,,999-27-7467,S99970299,X80199590X,Mrs.,Jacelyn,Haag,,Will,M,white,nonhispanic,F,Framingham  Massachusetts  US,488 Schowalter Wall,Amherst Center,Massachusetts,Hampshire County,,00000,42.37843749456947,-72.49030764547567,56163.84,1654803.28,104936
e007a041-b450-98cc-0bf6-b0310c7e1d36,1971-03-21,,999-40-8277,S99955656,X20084040X,Mr.,Bernardo,Prosacco,,,M,white,nonhispanic,M,Waltham  Massachusetts  US,871 Ebert Overpass Unit 69,Norton,Massachusetts,Bristol County,,00000,41.93230881599184,-71.14439913155834,39221.68,34060.85,109835
7b4311d4-f38d-464d-cca1-11b8290db33b,1987-12-16,,999-68-2142,S99989151,X12216884X,Mr.,John,Larson,,,M,black,nonhispanic,M,Boston  Massachusetts  US,777 Wunsch Path Unit 73,Boston,Massachusetts,Suffolk County,25025,02135,42.41094204885374,-71.03544253225493,9858.60,114495.85,13914
b4207579-64f7-b30f-1683-367c4a1ff0b3,1966-08-27,,999-44-4859,S99987326,X5248564X,Ms.,Bernadine,Monahan,,,S,white,nonhispanic,F,Newton  Massachusetts  US,585 Swaniawski Rue,Oxford,Massachusetts,Worcester County,25027,01540,42.07389806873136,-71.81433117394835,23952.92,694758.03,1248
f8f30359-d447-d395-af25-568820325e55,2006-05-22,,999-73-5416,S99987696,,,Elana,Goodwin,,,,white,nonhispanic,F,Quincy  Massachusetts  US,432 Heller Manor Unit 41,New Bedford,Massachusetts,Bristol County,25005,02743,41.620837208265065,-71.00293578967923,18728.68,3324.28,66680
f260c183-8abf-c4fe-b81f-51762f4cf58e,1991-07-10,,999-20-9781,S99945803,X14964975X,Mr.,Florencio,Nienow,,,M,asian,nonhispanic,M,Waltham  Massachusetts  US,764 Schaefer Throughway Apt 56,Winchester,Massachusetts,Middlesex County,25017,01890,42.403667383877945,-71.1572207687186,28178.84,71589.81,161822
d1e9fb85-27a7-8fa6-98f9-8726af71f45c,1990-08-10,,999-81-3652,S99916061,X19898837X,Mr.,Florentino,Bartoletti,,,M,white,nonhispanic,M,Boston  Massachusetts  US,325 Mohr Lock,Mashpee,Massachusetts,Barnstable County,,00000,41.65298773701931,-70.47831664999327,30202.52,81371.14,71702
420fedfd-de48-0f97-f6f1-d38dbbe31fc5,2004-04-13,,999-76-9197,S99972080,,Mr.,Delmer,Marvin,,,,white,nonhispanic,M,Randolph  Massachusetts  US,835 Cummings Road,Fall River,Massachusetts,Bristol County,25005,02723,41.68755446120762,-71.12586509887717,21830.40,60777.49,38501
01ecb87c-d063-702b-0cd9-b863346923da,1988-01-07,,999-93-9435,S99931868,X85519308X,Mr.,Julius,Okuneva,,,M,asian,nonhispanic,M,Daegu  Daegu  KR,991 Reichert Estate Suite 81,Boston,Massachusetts,Suffolk County,25025,02129,42.34482145421838,-71.0818760989353,37869.57,16279.94,53340
62319774-2928-e134-18c4-146700e4b87f,2003-08-30,,999-50-2622,S99994168,,Ms.,Emilee,Mitchell,,,,black,nonhispanic,F,Harvard  Massachusetts  US,395 Wilderman Alley,Framingham,Massachusetts,Middlesex County,25017,01701,42.30631181001576,-71.46694162175672,21351.07,307107.81,21833
755046a6-c8f6-efef-ea5c-d40afcbdbc6e,1992-04-27,,999-99-7922,S99988416,X56301216X,Mrs.,Alaine,Jerde,,Rutherford,M,white,nonhispanic,F,Beverly  Massachusetts  US,596 Terry Knoll Unit 90,Braintree,Massachusetts,Norfolk County,25021,02184,42.196150991801076,-71.0000341986884,31022.97,907700.25,25723
5161eef3-f265-1c2f-66c3-2eb659eb6e69,1980-04-08,,999-78-6461,S99929512,X55396505X,Mr.,Frank,Anderson,,,S,white,nonhispanic,M,Tewksbury  Massachusetts  US,549 Schmidt Divide Apt 49,Cambridge,Massachusetts,Middlesex County,25017,02138,42.352794277174866,-71.13029254671729,777309.90,7325.37,50896
2f961121-9cec-521d-5b36-fa26e9d7a7af,1982-08-03,,999-10-3849,S99951436,X19239021X,Mr.,Pierre,Bradtke,,,S,white,nonhispanic,M,Woburn  Massachusetts  US,977 Nitzsche Lock,Needham,Massachusetts,Norfolk County,25021,02494,42.22905689894261,-71.25713679961395,33982.04,27344.16,63685
760a4b17-1dc2-75ca-d26e-0e01dcf0d41d,1992-12-06,,999-88-2620,S99932746,X21547828X,Mr.,Wilmer,Von,,,M,white,nonhispanic,M,Boston  Massachusetts  US,750 Gutkowski Boulevard,Westfield,Massachusetts,Hampden County,25013,01085,42.11809516529743,-72.75453510598788,39420.52,214767.49,175139
92b1cc40-bccb-996f-ebcb-cb7569f55f31,1977-05-26,,999-83-4045,S99920601,X75453913X,Ms.,Ladawn,Larson,,,S,white,nonhispanic,F,Worcester  Massachusetts  US,306 Stoltenberg Mews Apt 75,Falmouth,Massachusetts,Barnstable County,25001,02540,41.54773632883304,-70.60287323762076,602498.58,9004.22,52860
bb0f6880-f59c-962c-6a99-570e4fef1ad8,2008-10-15,,999-23-1740,,,,Russell,Schneider,,,,white,nonhispanic,M,Grafton  Massachusetts  US,534 Mosciski Skyway,Walpole,Massachusetts,Norfolk County,25021,02081,42.140417356746745,-71.27633482333825,4859.87,237501.40,85574
932d3167-38fd-f619-c713-4827b250dfc2,1992-09-23,,999-10-9263,S99948608,X28884543X,Mrs.,Nanette,Heller,,Waelchi,M,white,nonhispanic,F,Easthampton  Massachusetts  US,807 Pouros Forge,Boston,Massachusetts,Suffolk County,25025,02115,42.35600437838092,-71.00557880321918,7700.00,498379.69,14479
a137eb9c-f6f5-c4ba-f508-2be231180e8c,1997-08-12,,999-15-3805,S99951703,X66562446X,Ms.,Cherise,Heller,,,,white,nonhispanic,F,Westford  Massachusetts  US,1078 Labadie Road,Lexington,Massachusetts,Middlesex County,25017,02421,42.483090478138706,-71.23851592684487,40575.33,280173.19,23679
1b1152b9-39c4-0cdf-4c74-2d176e3797fa,2002-08-31,,999-75-4337,S99928845,X21985005X,Mr.,Newton,Hessel,,,,black,nonhispanic,M,Lynn  Massachusetts  US,361 Koepp Manor,Boston,Massachusetts,Suffolk County,25025,02114,42.26544078321355,-71.15105389712053,19817.66,5764.14,179511
a474c893-5517-b37f-ce82-0146a2f46463,1963-05-14,2021-09-03,999-27-5309,S99925277,X88532692X,Mr.,Ethan,Hoppe,,,M,white,nonhispanic,M,Dudley  Massachusetts  US,347 Connelly Fort Apt 12,Chelsea,Massachusetts,Suffolk County,25017,02149,42.40368327284381,-71.01499740810314,50224.47,219857.01,60893
2c610800-5168-9acc-001d-7ab90cacad2b,1981-02-27,,999-31-7052,S99953692,X3470777X,Ms.,Marilu,Bruen,,,S,white,nonhispanic,F,Longmeadow  Massachusetts  US,169 Daugherty Ramp Apt 7,Wrentham,Massachusetts,Norfolk County,,00000,42.03357040486703,-71.3777159160943,36660.21,497284.63,179219
488bbc5d-f2b0-17c6-ebd6-df659f1a85af,1998-02-27,,999-35-4210,S99973648,X3582449X,Mr.,Walker,Paucek,,,,white,nonhispanic,M,North Seekonk  Massachusetts  US,962 Wisoky Way Apt 10,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.98904853791146,-70.94091430142217,23957.48,15075.71,137436
b6ab56b5-052d-e338-b485-4f9168a3dbda,1992-03-18,,999-24-7400,S99978583,X74020801X,Mr.,Mitchell,Hyatt,,,S,white,nonhispanic,M,Plymouth  Massachusetts  US,355 Kuhic Mill Apt 43,Harwich,Massachusetts,Barnstable County,,00000,41.718091763527525,-70.08052516408638,44755.76,749396.71,84441
ca5617d9-39fc-6c83-075c-1372fa2ede28,2012-03-27,,999-51-1279,,,,Mao,Franecki,,,,white,nonhispanic,F,Brockton  Massachusetts  US,227 Quigley Camp Suite 53,Hanson,Massachusetts,Plymouth County,25023,02341,42.00094145033513,-70.9087973643382,11246.82,4583.08,31076
188255e3-00c6-07eb-6f27-fe21e72a8b7b,1966-09-05,2020-01-04,999-40-3478,S99926642,X645633X,Mrs.,Sharleen,Stamm,,Bogan,M,white,nonhispanic,F,Amherst  Massachusetts  US,827 Runolfsdottir Key,Deerfield,Massachusetts,Franklin County,25011,01342,42.50250482589217,-72.61652919263403,74667.41,2115553.90,97014
7ecabefb-c02a-5529-6cd6-a98e23d9a684,1980-03-10,,999-48-8135,S99935098,X36377508X,Mrs.,Kirstin,Runolfsson,,Jaskolski,M,white,nonhispanic,F,Larissa  Larissa Prefecture  GR,979 Kertzmann Alley Apt 75,Worcester,Massachusetts,Worcester County,25027,01604,42.21194620557058,-71.77322041721703,10965.51,936590.61,3092
12b230b1-e9e1-a666-e77a-7b82491e316a,1963-05-14,,999-80-9970,S99925565,X77254192X,Mr.,Hershel,Pfannerstill,,,M,white,nonhispanic,M,Lakeville  Massachusetts  US,353 Zemlak Spur,Chelsea,Massachusetts,Suffolk County,25025,02150,42.38893642211614,-71.06553716385325,58082.30,51305.69,60893
fbe73efd-f224-16dd-3b2b-3fc8f2028990,1985-03-18,,999-30-7549,S99935078,X74414864X,Mrs.,Candelaria,Schaefer,,Reichel,M,white,nonhispanic,F,Springfield  Massachusetts  US,782 Wintheiser Meadow,Raynham,Massachusetts,Bristol County,,00000,41.92800606438675,-71.01353315981422,51067.47,1288340.48,60841
15510ce9-ac48-b3dd-d32a-a2a34c537d6c,1976-10-08,,999-49-6730,S99917796,X61338207X,Mrs.,Oretha,Aufderhar,,Pfannerstill,M,white,nonhispanic,F,Boston  Massachusetts  US,600 Wuckert Avenue,Lowell,Massachusetts,Middlesex County,25017,01854,42.64331835065963,-71.33079236762477,55392.22,813004.02,115034
2e273d66-e062-9140-51c1-e680b523c754,1966-09-05,,999-56-2980,S99943405,X19584168X,Mrs.,Yuki,Boyer,,Greenholt,M,white,nonhispanic,F,Westborough  Massachusetts  US,411 Simonis Highlands,Deerfield,Massachusetts,Franklin County,25011,01342,42.58768512680441,-72.6214581305813,78590.36,912412.80,97014
55c991fb-6cbe-eb6a-4c76-5b9f0ae779c1,1995-01-11,,999-56-2244,S99971551,X43777885X,Mr.,Arnulfo,Armstrong,,,M,white,nonhispanic,M,Rockland  Massachusetts  US,923 Padberg Spur Apt 65,Norwood,Massachusetts,Norfolk County,25021,02062,42.159293347305685,-71.22770275672445,8225.42,780884.83,3002
63e16f6c-99e6-b529-7062-7d5e183beff1,1990-01-08,,999-80-6793,S99940076,X68748274X,Mr.,Manual,Kovacek,,,M,white,nonhispanic,M,Medford  Massachusetts  US,837 Mann Well Unit 3,Barnstable,Massachusetts,Barnstable County,25001,02632,41.61262406876544,-70.26165713314506,31156.69,10269.59,85166
0edd2356-2fc3-4bc3-6aa5-05b69395296c,1964-10-15,,999-10-6149,S99988505,X43558260X,Mr.,Darin,Aufderhar,,,M,white,nonhispanic,M,Everett  Massachusetts  US,605 Luettgen Loaf,Westwood,Massachusetts,Norfolk County,,00000,42.263981110288164,-71.17949480334339,44709.33,81254.97,162818
1783612e-6ffe-2eff-5575-d0e1666e0312,1974-12-18,,999-36-3121,S99910897,X66646350X,Mrs.,Tabitha,Erdman,,Ward,M,white,nonhispanic,F,Framingham  Massachusetts  US,1086 Langworth Station,Dartmouth,Massachusetts,Bristol County,,00000,41.59891288450539,-70.97027485960207,17731.73,876632.71,4586
37c768d2-81e3-faec-ab62-5c3ec83463a5,2004-12-09,,999-17-2050,S99950696,,,Avery,Auer,,,,white,hispanic,F,Duxbury  Massachusetts  US,116 Stehr Gate,Pinehurst,Massachusetts,Middlesex County,25017,01866,42.5646627619443,-71.20260556613611,23385.77,73088.81,55218
8ddfb0a1-4af8-41cf-79ed-7cbc29130339,1994-12-28,,999-76-2317,S99999481,X33361798X,Mrs.,Yuriko,Douglas,,Metz,M,white,nonhispanic,F,Andover  Massachusetts  US,460 Reynolds Drive Unit 65,Northbridge,Massachusetts,Worcester County,,00000,42.09264497608441,-71.70513565526291,30174.81,356021.05,84629
a62d1d3b-fd81-f6fd-65bd-6b62f5ddeb3c,1989-07-06,,999-35-4332,S99945694,X59015561X,Mrs.,Clara,Garica,,Núñez,M,white,hispanic,F,Port-au-Prince  Haiti  HT,779 Wyman Highlands,Millbury,Massachusetts,Worcester County,,00000,42.20477548575058,-71.81558719332335,41307.27,728785.64,109631
